Module	Feature	Action	Passing criteria	Failing criteria	Priority	In scope	Status	Defect / notes
SOX	Roles - Reviewer	Verify that a reviewer can close a deficiency after a retest run by someone else	Closing works	The action is blocked wrongly	P0	Yes		
SOX	Roles - Reviewer	Verify that a reviewer can reopen a closed deficiency with a reason	The reopen works and the reason is captured	Reopening is not offered	P1	Yes		
SOX	Roles - Reviewer	Verify that a reviewer cannot conclude the operating test	The conclude actions are not offered	The reviewer concludes testing	P0	Yes		
SOX	Roles - Risk Owner	Verify that a risk owner sees only their own controls and findings	The lists are filtered to them	They see the whole audit	P0	Yes		
SOX	Roles - Risk Owner	Verify that the filtered list says plainly that it is filtered to their controls	A short line explains the filter	The filter is invisible	P1	Yes		
SOX	Roles - Risk Owner	Verify that a risk owner can attach remediation evidence	The attach action works	The action is missing	P0	Yes		
SOX	Roles - Risk Owner	Verify that a risk owner can submit a fix for retest	The submit action works	The action is missing	P0	Yes		
SOX	Roles - Risk Owner	Verify that a risk owner cannot grade or confirm a severity	The severity panel is read only for them	The owner can change the grade	P0	Yes		
SOX	Roles - Risk Owner	Verify that a risk owner cannot retest their own fix	The retest action is not offered	The owner retests their own work	P0	Yes		
SOX	Roles - Risk Owner	Verify that a risk owner cannot close a deficiency	Closing is not offered	The owner closes findings	P0	Yes		
SOX	Roles - Risk Owner	Verify that a risk owner cannot reach the audit configuration	The tab is hidden or blocked	The owner can change the ground rules	P0	Yes		
SOX	Roles - No Access	Verify that a plain member cannot open a SOX engagement they are not on	Access is refused with a clear message	The engagement opens	P0	Yes		
SOX	Roles - No Access	Verify that a plain member cannot open the deficiency register	Access is refused	The register opens	P0	Yes		
SOX	Roles - No Access	Verify that a user with view only rights cannot change anything	Every editing action is hidden or disabled	A view only user can edit	P0	Yes		
SOX	Roles - No Access	Verify that a user who loses their role mid session loses access on the next action	Access is refused	The old access continues	P0	Yes		
SOX	Roles - No Access	Verify that an unauthorised request typed directly into the address bar is refused	Access is refused	The page opens	P0	Yes		
SOX	Roles - No Access	Verify that an admin can see the SOX engagements without being able to conclude testing	Reading works and concluding is blocked	An admin can conclude tests	P1	Yes		
SOX	Four Eyes	Verify that the same person cannot prepare and countersign the same paper	The second act is blocked	One person does both	P0	Yes		
SOX	Four Eyes	Verify that the same person cannot confirm a rating on a control they own	The act is blocked	One person does both	P0	Yes		
SOX	Four Eyes	Verify that the same person cannot run a retest and close the finding	The close is blocked	One person does both	P0	Yes		
SOX	Four Eyes	Verify that the same person cannot sign the engagement at both steps	The second signature is blocked	One person does both	P0	Yes		
SOX	Four Eyes	Verify that the block is on the person and not just the role	Switching hats does not get past it	Changing role lets the same person do both	P0	Yes		
SOX	Four Eyes	Verify that a blocked act explains why in plain English	A clear reason is shown	The action is greyed with no explanation	P1	Yes		
SOX	Cross Cutting	Verify that every page finishes loading within a reasonable wait	Pages appear within a few seconds	Pages take longer than fifteen seconds	P0	Yes		Observed on staging 21 Aug 2026 - most engagement and control pages take 10 to 20 seconds
SOX	Cross Cutting	Verify that a slow page shows placeholders rather than a blank screen	Placeholders are shown	The screen is blank while loading	P1	Yes		
SOX	Cross Cutting	Verify that a failed background request shows an error rather than a blank page	An error message is shown with a retry	The whole page renders blank with nothing on it	P0	Yes		Observed on staging 21 Aug 2026 - when the backend returned 502 the application rendered an empty page with only the left rail
SOX	Cross Cutting	Verify that an error message names what failed in plain English	The message is understandable	Only a code is shown	P1	Yes		
SOX	Cross Cutting	Verify that an error message carries a reference the team can trace	A reference code is shown and can be copied	No reference is given	P1	Yes		
SOX	Cross Cutting	Verify that an error banner can be dismissed and does not block the page	It can be dismissed	The banner covers the controls	P2	Yes		
SOX	Cross Cutting	Verify that a failed action can be retried without redoing the earlier steps	A retry is offered	The user has to start again	P0	Yes		
SOX	Cross Cutting	Verify that work in progress is not lost when a request fails	The entered text survives	Everything typed is lost	P0	Yes		
SOX	Cross Cutting	Verify that the same figure is shown consistently across the dashboard, the library and the report	Every screen agrees	Screens disagree	P0	Yes		
SOX	Cross Cutting	Verify that a screen never shows two different values for one counter within a few seconds	The value settles once	The counter flips between two values while loading	P1	Yes		Observed on staging 21 Aug 2026 - the attributes tile showed 26 and then 0 on the same data
SOX	Cross Cutting	Verify that money is shown in one consistent format across the product	The format is consistent	Some screens use a different format	P2	Yes		
SOX	Cross Cutting	Verify that dates are shown in one consistent format across the product	The format is consistent	Month names are abbreviated differently on different screens	P2	Yes		
SOX	Cross Cutting	Verify that the browser back button behaves sensibly inside an engagement	Back returns to the previous screen	Back leaves the application	P1	Yes		
SOX	Cross Cutting	Verify that a page opened directly from a shared link opens the right screen	The right screen opens	The user is bounced to a default page	P1	Yes		
SOX	Cross Cutting	Verify that nothing from another engagement ever appears inside an engagement	The data is isolated	Data from elsewhere appears	P0	Yes		Observed on staging 21 Aug 2026 - an unrelated RACM and 23 unrelated controls appeared in a brand new engagement
SOX	Cross Cutting	Verify that demo or example data does not appear in dropdowns on a real engagement	Only real data is offered	Sample processes, risks and owners are offered	P0	Yes		Observed on staging 21 Aug 2026 - the new control modal offers processes, risks and owners that do not exist on the engagement
SOX	Cross Cutting	Verify that the copy on screen uses the language auditors use rather than product language	The wording reads naturally to an auditor	Product terms such as chat or slot appear in an audit screen	P1	Yes		Observed on staging 21 Aug 2026 - the file picker inside a working paper says "20 data sources max per chat"
SOX	Cross Cutting	Verify that no raw internal identifier is shown to the user	Everything is named	Long system identifiers appear on screen	P1	Yes		Observed on staging 21 Aug 2026 - raw identifiers appear on the mapped workflow row and in the audit report
SOX	Cross Cutting	Verify that a number that should never be shown in a sentence is not rendered as zero	The sentence reads correctly	A sentence reads "Gather the 0 required design elements"	P2	Yes		
SOX	Cross Cutting	Verify that the product is usable on a smaller laptop screen throughout	Nothing is cut off	Content is cut off on some screens	P1	Yes		
